御異議ないと認め ます , 立憲民主党 ・ 民 友 会 の 蓮 舫 です
この 資料を 全て 読み ますか , 大臣 私は 防衛 予算 の必要性 は 否定 していない んです
先ほど 何度も 指摘 をいたしております ように その 当時 本当に 民主党 の 防衛 安全保障 大変 危機感 を持って おりました , 政権 が 替 わ れば 野党 時代に 言った ことは 何でも 関係 ないということ でしょうか
 同じ ときの 対 談 ですので その 当時の 日本の 安全保障 防衛 に関する 大変な 危機感 の下で 対 談 をいたしております , 当時 は 核 保有 を 国家 戦略 として 検討 今は 非 核 三 原則 を守る
 核 に関する 見解 については 先ほど 述べた とおり 核 な き 世界 を実現する ために 全力を尽く してまいります , 気持ち いい ぐらい までの 変 節 ですね
 現時点 の 私の 考え は 核 な き 世界 を実現する ために 全力を尽く す ということであります し 現在 核 保有 全く 考えて も いません し 考え るべき でもない というふうに思います , 撤回 しない ということですね
現在 政府 や 与党 の 税制 調査会 において 議論 をいただいている ところでございます , 夫婦 控除 も 検討 されている んですね
今 配偶者 の 控除 につきましては いろいろな 意見 が 政府 税 調 また 与党 の中でも いろいろな されておりまして いろいろな 意見 の中の 一つ に 夫婦 控除 もある ということに 御理解 いただければ と存じます , 配偶者 控除 の 全 廃 これは 新たな 増税 になります から その 痛 み を どうやって 緩和 をして さ し あ げ る かと これは 私たち も 提案 を しなければいけない と思うんです
今 麻生大臣 から 答弁 をさせていただきました ように 今の段階で はまだ 一つの 考え方 として そういう 議論 がなされている ということでございまして 今 はまだ 議論 の 過程 でございます , 税制 が 結婚 に対して 中立 で なくなる ことは 私は 避け るべき だという 考え です
 憲法 草案 と ですね 我が党 の 憲法 草案 と 実際に 国民の皆様 に対して 国民投票 をお願い するもの は これは 別 でございますから これは 我々 の考え方 として 示 している ものであって 私も これを 一 字 一 句 変えて はいけない なんて 言った ら 一歩 も 進まない と思っています よ それは ね 政治 は 現実 ですから , そのために こそ こうした 予算委員会で 議論を しよう と言っている んですよ
この 配偶者 控除 については これは 何も 新たに ですね 新たに 新たに 家族 の 価値 を これを 置 く ために これ を変える ということで は むしろ なくて 配偶者 控除 については 女性 が この 配偶者 控除 をどう 見直す かということについては ですね ......( 発言する者あり ) いや いや 今 その 比較 について いや 比較 について 根本 を 言っている わけでありますが それ よりも それ よりも そうだ とおっしゃった から ......( 発言する者あり ) いや まず 私の 言う ことを 聞いて ください , 済みません 答弁 書 を見 付け た から 答える というようなこと は やめて もらえ ません か
いや 今 蓮 舫 議員が 議論 の 立 論 として そういう 家庭 ということを 家族 ということを まさに 憲法 に 位置付け るという 延長 線 上で 配偶者 控除 の 改定 を やろう と しているという そういう 位置付け で それと 言わば 一人 親 家庭 と の 比較 で どう だ ということでありました から まず その 基 の ところが ちょっと 違う んだということ を 御指摘 を するのは 当然のこと だろう と思う わけでございます , いや その 基 のところ を 答えて くれ ない から 政策 が そちら に 進んでいる んじゃないですか という 議論を している んですよ
 我が党 の 改正案 と 我が党 の 改正案 と 今度 の 控除 の問題は これは 関わり がない んですから 控除 の改正 は 配偶者 控除 の改正 というのは 現行 憲法 の中で 配偶者 控除 を 改正 をしている わけでありますから これから 改正 するか しない か 分からない その 条項 について 述べ なければ その 控除 の改正 について 議論 ができない というのは ちょっと おかしい と 思い まして なぜ この 配偶者 控除 の改正 をし ようとしている かということについては 今 ですから 御説明を した ところでございまして 当然 それは それは 家族 の在り方 が 様々 に 変わって いく 中において これは 困 っている 方々 については しっかりと 支援 をしていくということ については これは これで やっていく ということでございます , 今 男女 それぞれの 生 涯 未 婚 率 って どう なっています か
先ほど 離婚 の 数字を 出 しました が 今 の数字 は 事前に お聞き を していなかった ものですから 御 用意 を していない ところでございます , 今 生 涯 未 婚 率 男性 で 四 人 から 五 人に 一人 女性 で 九 人 から 十 人に 一人 一 ・ 五 七 ショック という 少子化 問題が 認識 された 一 九九 〇 年 に 比べ たら 男性 で 三 ・ 六 倍 女性 で 大体 二 ・ 五 倍 物 すごい 勢 い で 一 生 結婚 しない という 統計 が 進んで きています
これは いろいろ 解釈 の しよう が あろう か というふうに思います , 厚労大臣 認識 共有 しています
お答え申し上げます , 成果 が それなりに 出ている
先生 の資料 で 申し訳ありません けれども 二十六年度 補正 から 二十 八年 当初 予算 で 計 三千 七 百億円 でございます , 二十六年度 補正 で 一千 四 百億円 これは 一 都道府県 に 最低 二 千万 ずつ 一 市町村 に 一 千万 ずつ これ ば ら ま きました
 二十六年度 補正 の 当初 の 千 四 百億円 は これは まだ 地方 の方で 総合 戦略 が できていない 段階 でありました ので おっしゃったように 外 形 基準 に基づいて お配り いたしました , 効果 を 測 る 目標 設定 を K P I と 設定 して 石 破 前 大臣は 大変 こだわ って おられました
 おっしゃったように K P I を持って そして P D C A で 回 していくという この スキーム は非常に 大切なこと だと思っております , 事業 自体は 全て 私は いい ものがある と思うんです がある 町 村 では 低 温 プ ラ ズ マ 技術 を 二つの 大学 と連携 をして 農 水 物 の 成長 促進 を図り チ ョ ウ ザ メ の 養 殖 技術 を高める と しています
これは おっしゃった のは 愛 知 県の 幸 田 町 と 豊 根 村 の ケース だと思いますけれども 平成二十七年度 先行 型 交付金 を活用して 幸 田 町 が 低 温 プ ラ ズ マ 技術 を活用した 農 水産 物 の 成長 促進 等の 機器 開発 を行い 豊 根 村 が 実証 フィ ール ド を提供する 形で 連携 すること で 付加価値 の高い チ ョ ウ ザ メ 養 殖 の 生産 システム の 確立 ということであります , K P I 目標 数値 が 大切 だという 認識を 共有 して 議論を している の に 今 目標 数値 は 把握 していない って どういうこと ですか
失礼いたしました , 一億円 の 交付金 をお 渡し して 目標 の チ ョ ウ ザ メ 販売 額 は 五 十万円 実績 は 十四 万円 です
この 地方創生 交付金 は 大体 五年 ぐらい を めど に やる というのが 基本 であります , ある 県 では 雇用 創出 をする として これを 一億円 を 受け取って 会社 つくり ました
これは K P I と 予算 から 見ますと 山口 県の 創 業 支援事業 だと思いますが 先行 型 交付金 山口 県 が 就業 機会 の 創出 に向けまして 平成二十七年度 に 先行 型 交付金 を活用して 女性 創 業者 の 創 業 支援 として 地元 金融機関 や 地元 企業が 共同 設立 する 女性 創 業 応援 や ま ぐ ち 株式会社 の 設立 や 創 業 セ ミ ナー の 開催 など を実施 した ところであります , いろいろな 事業 を見て きました
 おっしゃった ものは 岩 手 県の 遠 野 市の 中心 市街地 の例 とか あるいは 鳥 取 県 のある 町 の C C R C 事業 とか でございます , 済みません 何を 言っている か よく 分 から なかった んですけど つまり 甘 く ない ということですね 数値 目標 設定 は
 私どもとしては 地方 が 自主的に 持って きた K P I について 地方 が 自主的に 作り 上げた K P I について それを 審査 し また 必要に応じて 外部 有識者 の意見 も 聞いております ので 甘 過ぎる というようなこと で やっている こと はありません , 今 お話し になられました 外部 有識者 の 評価 を経て この 地方創生 交付金 は 地方の 自主 的 取組 と 先 駆 性 先 導 性 を 重視 して 選択 をされている んです
 外部 有識者 は 各 事項 ごとに 二名 から 三 名 お られまして 農林水産 分野で 二名 観光 分野で 三 名 農林水産 観光 分野 以外 で 三 名 それから 地方 への 人の 流れ ・ 働き方改革 で 三 名 まちづくり 分野で 三 名 ということでありますので 十四 名 でございます , 少 な 過ぎる という 指摘 をさせていただきます
 そこは 私どもも 考慮 させていただいて おりまして 外部 有識者 による 審査 については いわゆる 五年 程度 を 目標 に している 先 駆 性 のある プロジェクト について 評 定 委員に 評価 していただいて おるわけであります , 確認します
これは 場所 を 言わない と 話 が 分からない と思いますので 京都 府 でありますが 京都 府 と 京都 府 内の 十二 市 町 で 広域 で の 連携 をする ことで 国内 外 の 観光客 入り 込み 数 を 増や し さらに 京都 府 全 域 への 周 遊 へ つ な げ ること で 観光 消費 額 の増加 のみならず 地域の 正規 雇用 者 創出 や 産業 の 創出 を目指す ものでありまして 平成二十八年度 の 地方創生 推進 交付金 の 採択 を受けて 事業 を実施 しております , 今 五 か 年 で 観光 消費 額 一兆円 を超える という 説明を しました が K P I 目標 数値 二十 八年 三月に 観光 消費 額を 八 千五百 十億円 と 設定 しているんです
 おっしゃったように この件 については 事業 計画 提出 後に 観光 消費 額の 平成二十七年度 の 実績 が アジア など からの 海外 観光客 の増加 と それ に伴う イン バ ウン ド 消費 いわゆる 爆 買い とも 言われた ような 消費 によりまして 大幅に 増加 いたしまして 一兆円 を 超過 したこと が 確認 されました , これだけ じゃない んです
 広島 県 尾 道 市の し ま な み D M O 形成 推進 事業 は 尾 道 市 愛媛県 今治市 上 島 町 で 広域 で の 連携 をする ことで し ま な み 海 道 地域の サ イ ク リング ロー ド などの 観光 資源 を 軸 に 国内 外 の 観光客 を 誘 客 する 事業 であります , これ 一つの 市 はもう 数字を 出 しています
 先ほども申し上げましたように 観光 に関しては K P I を作る ときは 大変 難 し ゅ う ございます , 私が 言っている のは シ ン プ ル なんです
 先ほども申し上げましたように 観光 については 難しい んです , 済みません
 消費 額 については そういう 面 が ございますけれども K P I については その ほかに 宿泊 者数 外国人 顧客 数 等 を設定 しておりますので そういう 観点から チェック しているということでございます , 済みません K P I については そう か と言っている んですけれども いいですか これ 観光 消費 最終 消費 額 以外に 観光客 数 の方が むしろ 切 離 し が 難しい んです
 地方創生 推進 交付金 の 申請 事業 の中で 過去の 地方創生 加速 化 交付金 事業 を受けて 実施 したもの については その 申請 に当たりまして 地方公共団体 が そうした 事業 を実施 した結果 を 検証 した上で 推進 交付金 の 申請 事業を 深 化 展開 させる かということを 私ども チェック いたします , 済みません 何を 言っている か さ っ ぱ り 分かりません
確かに 今 山本 大臣から 答弁 をさせていただきました ように 例えば 例 として 挙げ られた 観光 は 評価 が 難しい わけ ではありますが しかし 提出 出した 段階で 認可 した 段階で その 目標を 既に 上 回 っている というのは ちゃんと 調べて み ますが もし そう であれば それは まあ おかしい ですから そうした 御指摘 も踏まえまして これは K P I は やはり 大切な 指 数 でありますから そうした 今 御指摘 も踏まえて しっかりと これは 対応 していかなければいけない と このように考えております , 引き続き 追い かけ たいと思います が
 趣旨 は 理解をしております , 我々の 政権 のとき の 批判 をされる の が 大変 お 好 き みたい ですけれども 我々の 政権 のときに 私たち が 着 眼 したのは 一人 親 家庭 の 子供の貧困 よりも 長い 長い 自民党 政権 で 放置 されてきた 父 子 家庭 への 手当 がない というところに 着 眼 した んです
 制度 として 父 子 家庭 に対して 給付 をされた ということについては これは 評価 をしているところでございます , 何も しなかった か のように 指摘を されること が 私は 残念 だと思います
私は 母 子 家庭 について 申し上げた わけでございまして 母 子 家庭 について 我が党 が 上げた 実績 と 御党 の 比較 をさせていただいた ところでございまして いずれにいたしましても いずれにいたしましても しっかりと 財源 を得て 対応していく ということが 求められている んだろう なと このように思います , 母 子 家庭 と 父 子 家庭 を 分け ない で ください
これより 会議を開きます , 民進党 ・ 新緑風会の 蓮 舫 です
以上で す , 二〇二〇年 東京 五 輪 招致 をめぐる 不正 な 資金 の やり取り 疑惑 が 出ています
 報道 で 伝え られている ような 関係 があった ということは 知る 由 も なかった ということ 意味で 申し上げた の であります , お互い 面 識 はある ということは 承知をして いた
私が 知る 由 も なかった と言う 意味 は 先ほど申し上げましたように 報道 で 伝え られている ような 関係 があった ということは 知る 由 も なかった という意味で 申し上げた だけ です , B T 社 と の 契約 は 国際 陸 連 会長 つながり があるということは 認識 されていた ということですから その I O C 委員 で もある ディ ア ク 会長 に 招致 に 賛同 していただきたい という こういう 目的 もあった んでしょうか
この 招致 活動 は I O C 委員に いかに この 東京 の 招致 が すばらしい ものである か それを 理解 いただいて 投票を 入れて いただくこと が 目的 なんです , つまり この 二 ・ 三 億 の 契約 は タ ン 代表 を通じて ディ ア ク 会長 に 招致 に 賛同 していただく という 目的 もあった ということですか
これは コン サ ル ティ ング 契約 に対して の 対 価 でありまして その お金が ディ ア ク 氏 に 渡 ると は 想定 も して おりませんでした , 民進党 の調査 チーム に 出席 された J O C の 平 岡 専 務 理事 ですが パ イ プ のない 人間 に 二 億 を 払う わけ はない I O C 委員に PR するときに 何 の パ イ プ のない コン サ ル を 起 用 しても 仕 方が ないと 発言
これは どこ の 招致 委員会 も 多くの コン サ ル タ ン ト と 契約 をしております が その コン サ ル タ ン ト 全員 が 多くの I O C 委員と つながり がある から 契約 をしている の であって 全く I O C 委員と つながり のない 方 と つながり ということは その I O C 委員 を 知っている という意味 ですね 全く I O C 委員 を 知らない 方が コン サ ル になる ことは あり得ない というふうに思っています , 竹 田 会長 は タ ン 代表 に お会い しました か
私は 会 って おりません , 元 招致 委員会の 副 理事長 も 会 った ことも ないし 知りません と 発言を しています が J O C として 実際に どなた か タ ン 代表 と お会い しました か
 会 っている と思います , 今おっしゃった 会 っている と思います というのは 何 をもって おっしゃった んですか
当然 先方 と やり取り をしています から それは 誰が 会 っている か は 聞いて おりません が そういうこと に関しまして も その 経緯 については 調査 チーム が 検証 するもの と思っております , 済みません はっきり してください
 別に 裏 はありません , つまり 会 っていない かもしれない ということで 理解 で いいですか
いや そう は 申 していません , この 二 ・ 三 億 の 契約 書 の サ イン は どなた が されました か
 これにつきましては 事務局 で 精査 をし 幾つかの 申 込み があった というふうに聞いております が その中で 精査 をし そして 電 通 の意見 そして 推薦 を受けて そして 最終的に 私の ところ へ 上がって きて 私は それに サ イン をしております , その サ イン を するときに タ ン 代表 に 会 っている と思う と 竹 田 会長 が 今 おっしゃいましたけれども その 方 と 当時の 理事長 だった 竹 田 さんは お話を しました か
私は 先ほど申し上げましたように タ ン 氏 とは お会い していません , 既に 幾つかの メディア が 報道 しておりますが この B T 社 が 登録 されている シンガポール の 会社 地 は 公営住宅 築 五 十年 以上の マンション の一 室 で 御家族 が 住んで いると 言われている こういうこと は 御存じ だった んですか
いや そのこと は全く 知って おりませんでした , そうすると 理事長 は何 をもって 信頼 して 二 ・ 三 億 の 契約 書 に サ イン をした のか
それは 電 通 からの 株式会社 電 通 さん からの この 会社 の説明 実績 そして ス キ ル そして コン サ ル タ ン ト として 値 する 会社 であるという そういう データ を 事務局 が 受けて その 報告を 私は 受けて それを 承認 しました , 今 お話し になった その 広告 代理 店 から の説明 というのは 正式に 組織 委員会 が 調査を 依頼 して 対 価 を 払って その リ ポ ート を もらった 内容 ですか
済みません もう一度 質問 して いただけますか , 今 竹 田 会長 が おっしゃった んですが その 広告 代理 店 の説明 というのは 当時の 組織 委員会 が 対 価 を その 広告 代理 店 に 払って 調査を 依頼 して B T 社 は 大丈夫 だ 信頼 できる という そういう 報告書 を もらった という 理解 ですか
 報告書 がある かどうかは 私は 確認 しておりません , その 報告書 あるいは その B T 社 が 正しい 会社 だ というのは 組織 委員会 からの 正式な 調査 依頼 をされた んですか
 招致 委員会 には たくさん の 申 込み があります から そういう中で 精査 する中で それぞれの 申 込み のある コン サ ル タ ン ト を 精査 する わけです , 済みません その 推薦 というのは 何か 報告書 が あるんですか
 その辺 の 経緯 については この 調査 チーム が 立ち 上がり ますので そこで 検証 してもらいたい と思います , これ 報道 なんですけれども この 広告 代理 店 は コン サ ル タ ン ト 会社 B T 社 の タ ン 代表 について これまで ビジネス 上の 付き 合い はない こういう 人 な んじゃない でしょうか と 知る 範囲で 伝え た と 答え ている んですが こういう レベル の内容 ですか
それは どこ から ですか , 委員長 今 竹 田 会長 が 答弁を された 株式会社 電 通 から の報告書 について 資料の 公開 を求めます
 後刻理事会において協議 いたします , その後 フランス 検察 当局 が 正式に 捜査 を行っている
 連絡 は 取って おりません , 確認を する お つもり はない
現在 フランス 当局 で 捜査 をしている と 伺っております ので 我々が 自ら 連絡 を取る という 予定 はありません , 民進党 の調査 チーム に J O C の 平 事務局 顧問 が 来 られました
これは 五月 十五日 に 契約 書 と 成果 物 は 私も 確認を 存在 があること を確認 しております , その 成果 物 の 公開 を求めます が いかがですか
これは 守秘義務 がある ので 私は ここで 公開 できる とは 申し上げられません , そもそも この B T 社 と の 契約 書 なんですが 招致 委員会の 元 専 務 理事 が 法人 清 算 人 として 管理 をされている と
 法人 清 算 人の 元 招致 委員会 専 務 理事 水 野 氏 が この 書類 を 管理 しております , 済みません その 守秘義務 というのは ど の範囲 までの 守秘義務 なんでしょうか
 守秘義務 ですから その内容 に関して 伝え る ことはできない と思いますが これは 水 野 清 算 人 の判断 の下で それは 存在 があるということ を確認 する そして 国会に 説明 する必要がある ということで その 水 野 氏 の判断 で それが された というふうに私は 理解 しています , 竹 田 会長 この 契約 書 の 存在 が 極めて 今 重 く なってきている というのは 認識 されている と思います
 守秘義務 は 存在 している というふうに思います , は い 分かりました
 後刻理事会において協議 いたします , 竹 田 会長 は 外部 弁護士 を 加え た 調査 チーム を 立ち上げ 関係者 への ヒアリング 等 を通じて 業務 委託 行為 における 違法 性 の有無 について 調査を すると
これまで 人 選 に努めて まいりました が 間 もなく この メンバー は ほぼ 決 ま りました ので 現在 相手 に 確認 を取って 早急に 皆さん に お示し できる というふうに思います , お 名前 は ともかく チーム の トップ は どういう 方 で メンバー は 何人 ぐらい で どういう メンバー ですか
まだ 確定 している わけではありません ので 今 ここで お伝え することは 控え たいと思います , この チーム 調査 チーム というのは 外部 チーム ですか
 前回 国会で も お話し した ように J O C の中で 第三者 の 弁護士 を 入れて 調査 チーム をつくる ということで お話し しました が なる た け 外部 の方 を 入れた い ということで 人 選 を してまいりました , つまり J O C の職員 が 中 に入る
 職員 が 中 に入る ことは 考えておりません , 竹 田 会長 は 入 られます か
私は 中に は 入り ません , 是非 第三者 性 を メンバー も含めて 維持 していただいて 早急に 調査結果 を まとめて いただきたいと思うんです が これは その チーム としては タ ン 代表 にも ヒアリング を されます か
これは この 調査 チーム が 決める ことだと思います ので 私が ここで それに お答えを することは できません , ありがとうございました
基本的には 税金 が 一切 投入 されていない 民間 活動 として その結果 としての 成果 が まず オリンピック 招致 に 結び付 いた わけでありますが その 経緯 について 疑惑 が 掛け られている という わけでありますから まず 当事者 である 招致 委員会 しかし 招致 委員会 はもう 解散 している ので 当時 理事長 だった 竹 田 現在の J O C の 会長 そして 事務方 として 自ら 調査 チーム を 立ち上げ て される という わけでありますから 私は そのこと の 報告を 待ち たい と思っております , ちょっと 認識 違う んですけれども 税金 が 使われて いない から いい じゃないか という 感覚 は 私は 違う んです
 蓮 舫 委員の おっしゃっている ことは 全く そのとおりだと思います し 私も 招致 に 関 わ った 一 員 として こういう 疑惑 を 掛け られた まま ということは 大変 承 服 し 難 い 気持ち があります , 共有 していた だけ た のは 有り難い んですが 我が国は 疑惑 は していない と言われる ん であれば それ に基づく 調査を やっぱり 政府 自ら も 私は するべき だと 今 なお 思っています
 独立行政法人 日本 スポーツ 振興 センター 法 及び スポーツ 振興 投票 の実施 等に関する法律 の一部を改正する法律案を議題と し 質疑を行います , 民進党 の 蓮 舫 です
おはようございます , 新 国立競技場 の整備 に必要な 業務 が 特定 業務 と
はい , 国民が 納得 する 使われ 方 をされました かと 聞いているんです
その 件 に関しましては 国民に 納得 された 使い 方 をされている と思っております , 平成二十五年 の 五月 以降 J S C は ザ ハ 案 による 新 国立競技場 を進めて きました 整備 を
 平成二十七年 七月 二十八日 に 文部科学省 から 蓮 舫 議員 に 提出 されました 資料 新 国立競技場 に係る 履行 期間 中の 工事 契約 一 覧 表 に 記載 の 契約 における 平成二十七年 七月 十七日 時点 の 執行 済 金額 は 約 二十五 億 六 千万円 です , それは 全て ですか
 全て であります , 新 国立競技場 実施 設計 業務 新 営 工事 ス タ ン ド 工 区 屋 根 工 区 ザ ハ ・ デザイン 監 修 業務 それ に関する 新 営 工事 新 営 工事 監 理 業務 プロジェクト マネジメント 及び レ イ アウト 計画 作成 支援 業務 これ 全部 で 二十 七 億 ですか
昨年 七月 十七日 時点で の 執行 済 額が 二十五 億 六 千万円 ということでございます , 幾ら ですか 契約 額
 契約 額 総額 合わせ ますと 三百 十七 億 二 千三百 万円 となっております , この 三百 十七 億 は 旧 計画 によって 全部 契約 解除 になる もの ですか
 三百 十七 億 二 千三百 万円 のうち 九十 億 九 千万円 余 が 契約 解除 となる ものでございます , つまり 白 紙 撤回 旧 計画 が 全く なかった ことになる ことによって 九十 億円の 税金 が 契約 解除 の対象 つまり これは 有効な 使われ 方 を されなかった ということですね
 結果的に は あの 白 紙 撤回 によって まだ 精査 中の もの もございます が そういうこと になる かと思います , さらに ここ から ザ ハ 事務所 と の 契約 で 違 約 金 や 損害賠償 金 も 発生 する リスク はありますか
現在 ザ ハ ・ ハ ディ ド 事務所 と の 精 算 の 協議 中 でありまして 内容について は 現在 お答えを 差し控え させていただきます , 仮に 違 約 金 や 損害賠償 金 が発生し たら それは どの 勘 定 から 払い ますか
ただいま 協議 中 でございますので その内容 の結果 によって 判断 したい というふうに思っています , どの 勘 定 から 支払われ ますか
 特定 業務 勘 定 か 一般 勘 定 か の どちら か になる と思われます , どちら ですか
 その内容 結果 に応じて 判断 したい という ように思います , この 二年間 で t o t o の 売 上げ の 五 % 百 九 億 が 使われ ました
昨年 九月 の 検証 委員会 の報告書 においては 従前 の整備 計画 に係る 責任 の 所在 について 多くの 関係者 が 真摯に その 仕事 に取り組んで きて おり 個別の 関係者 に 責任 を求める ことは 適切 ではない と した上で 結果として 本 プロジェクト に 求められる 適切な 組織 体制 を整備する ことが できなかった J S C ひ いて は その 組織 の 長 たる 理事長 に 責任 の一 面 がある , 馳 大臣 違います
 給与 の 十分 の一 の二 か 月 分 二十 二 万 六 百六十 円 であります , 文科大臣 お伺いいたします けれども 前 文科大臣 は この 検証 委員会の 最終 報告書 が出た 平成二十七年 の 九月 そのときに J S C の 理事長 に 退 任 を求め た こと あります か
 任期 満了 前に 河野 前 理事長 に対し 下 村 前 大臣から 退 任 を求め た 事実 はございません , 旧 計画 で 九十 億円の t o t o の 売 上げ あるいは 税金 を 結果として 無駄 に 使って しまって その 理事長 は 任期 満了 で 円 満 退職
 前 理事長 への 退職 金 は 現時点では 支払われ て おりません , それは 計算 をしている だけ であって 支払われ る んですね
 独立行政法人 の 役員 の 退職 金 は 総務大臣 が 決定 した 算定 ルール 等 に基づき 当該 法人 の業務 実績 評価 に応じて 決定 される 業績 勘案 率 により 算定 されること となっております , 結局 支払われ る んです
 t o t o を 買って いただく 方に は 御理解 いただける というように 思っております , 本 気 ですか
そう 考えております , 白 紙 撤回 が 決まった 年 の 九月 理事長 と 併せて 理事 二人 が 退 任 しました
 責任 を取って ということ もある かと思いますが これ 定期 異 動 も含めまして 退 任 された ということを 伺っております , 責任 を取って 退 任 した んですか 定期 異 動 ですか
 定期 異 動 です , 文科大臣 にお伺いします
 文部科学省 から 日本 スポーツ 振興 センター に 役員 出向 していた 理事 二名 については 両 名 とも 平成二十七年 十月 一日 付け で 文部科学省 大臣 官 房 付 へ 復帰 しております , 今 どこに います か
 吉 尾 啓 介 氏 については 平成二十七年 十月 に 文部科学省 大臣 官 房 付 と なり 平成二十七年 十二月 に 辞 職 され 平成二十八年 二月 に 公立 大学 法人 国際 教 養 大学 常 務 理事 副 学長 になって おられます , ありがとうございます
 本件 に関しましては この 新 国立競技場 建設 に関しまして の 一〇〇 % 理解 は 得られる というように 確 信 しております , なぜ ですか
この 国家 プロジェクト である 新 国立競技場 整備 に関しては 皆さん の 期待 する ところ であり t o t o の お金 の 用 途 につきましても 皆さん に 御理解 いただいている というように 確 信 しております , オリンピック の 期待 があれば 九十 億 の 無駄 金 遣 い は 国民 は ああ 大 したこと ない や J S C さん もっと 頑張って くれ そう 理解を しているという お考え なんですね
 本件 に関しましては 国民の 理解を 得られる というように 確 信 しておりますが , 確 信 の 根拠 を 聞かせて ください
私ども 昨年の 十月 以降 検証 委員会の 検討 を踏まえて 対応 している ということでございますので これは 理解を 得 られている というように 確 信 しております , 検証 委員会の 最終 報告書 を受けて J S C は 新 競技 場 専 任 の 理事 を プロジェクト マ ネ ジャー として 位置付け ました
今回の 新 国立競技場 建設 に関する 専門的な 知識 を持った 人たち でございます , どんな 専門 知識 ですか
今 お尋ね の 六 名 について もう少し 詳しく 報告 させていただきます と 文部科学省 及び 民間企業 等 から 専門的 知識 経験 を有する 職員 として 増員 したこと により 建築 士 電気 工事 士 消防 設備 士 などの 資格 を 保有 している とともに それぞれの 過去の 勤務 等 において 実務 経験 も 有 する 者 でございます , 新たに 理事 を支える 専門 人材 を 雇 い 入れた
 専門的 知識 や 経験 を持つ 職員 は これまでも J S C に 配置 されておりました が 整備 事業 が 設計 施工 と 本格 化 していくこと に当たり 事業者 を始め とした 関係者 と の 調整 や 監督 業務 などが これまで 以上に 増えて くる ことから 増員 を 図 った ものであります , 報告書 では 理事 を支える 専門家 を 新たに 雇 い 入れる と そういう アドバイス が されました
 事例 の 紹介 ということになります が 六 名 のうち 管理 職 である 設備 課長 については 学術 総合 センター 地 上 二十三 階 地下 二 階 の 大きな 新 築 工事 でございますが この 新 築 工事 に 電気 設備 担当 の 監督 職員 として 携 わ る など それぞれの 勤務 経験 等 に応じ プロジェクト 等の 経験 や 専門的 知識 を 有 し 新 国立競技場 の整備 事業 を担当する に ふさわしい 人材 として 増員 した ものと考えております , 残り の 五 人は 国家 的 プロジェクト に 携 わりました か
 詳細 については 把握 しておりません が 専門家 であるということは 確認 しております , 国家 的 プロジェクト に 携 わ った 人が いなかった から 失敗 した だから 国家 的 プロジェクト に 携 わ った 専門家 の 人材 を 配置 し なさい と 言われた
先ほどの お話を 続け させていただきます と 六 名 以外に さらに 新 国立競技場 設置 本部 には 大規模な プロジェクト を 担当 している 者が そ ろ っている ところでございます , 済みません 言っている 意味 が 分かりません
 全員 の 分 は 把握 しておりません が それぞれ は その 職務 に応じて 経験 を 積 んでいる ということであります , 済みません 理事長 は何 を 把握している んでしょうか
 略 歴 については 把握 しておりますが 例えば 電気 工事 士 は 学術 総合 センター の 新 営 工事 を 担当 した ということを 申し上げています が もう 一方 の一 級 建築 士 は 東京 大学の 宇宙 線 研究所 の 新 営 工事 など そしてまた もう 一方 の 技 士 は お 茶 の 水 大学の 本 館 改修 工事 など また 東京 工業 大学の 建築 等の 監 理 技 士 であったり する ということであります , 決定 的に 国家 的 プロジェクト の 意味 が 分かって お られません 理事長 は
 移転 についての 方針 は 現在 検討中 である ということで 引 っ 越 し 時期 についても 未 定 である ということで 現在 建設 中の 仮 称 日本 青 年 館 ビル に入る かどうかは 今後 検討を進めて いきたい というように 思っています , 神 宮 に 新たに 建て る 新 イン テ リ ジェ ン ト ビル に 引 っ 越 し をして そこに 本部 の 事務所 を 構 える 理由 は何 ですか
やはり 業務 を 遂行 していく 上で の 利便性 なども 加 味 されております , 業務 を進める 上で の 利便性 は 否定 は しません
 新 国立競技場 もありますし 秩 父 宮 ラ グ ビー 場 もあります ということでございます , ただ オリンピック が 終わった 後に 新 国立競技場 の 運営 は 民間 に 委託 する 方針 が 関係 閣僚 会議で 決まって います
 そういうこと も踏まえまして 今後 検討 をして いきます , 本部 事務所 移転 検討 タ スク フォー ス の メンバー を 聞かせて ください
お答えいたします , 合計 十五 名 全員 が 組織 内 です
 検討 につきましては コスト それから 規制 物 理 面 など から それぞれの 条件 を 整理 すべき こと でありますので 不動産 業者 など からの 客観的な 情報 を基に 内部 者 により 検討 を行うこと が 適当 である と考えます , 検証 委員会 の報告書 では J S C の 組織 の問題 が 厳しく 指摘 をされました
それは 諮 ること に 決めて おります , いつ 諮 ります か
 方針 を 決めた 上で 文部科学大臣 とも 相談 しながら 決めて いきたい というように 思っています , 運営 点検 会議 の二 回目の 会議 は 次 は いつ ですか
 六月 中 旬 頃 を 考えております , タ スク フォー ス の検討 結果 を受けて 六月 中に 理事長 が 方針 を 定め 来年 の 概算要求 までに 提案 すると なっています ので では 理事長 が 決めた こと に対して 外部 有識者 の この 運営 点検 会議 が それが 適切 かどうかという 判断を される という 理解 でいい ですね
 そのように 考えております , この 運営 点検 会議 の設置 の 意義 なんですけれども 一 回目の 会議 三月 十八日 に 開かれ ました
